,rest,food_type,name,desc,price,img
276,Senior Mansimo Molokan Park,DESERTLƏR,Meyvə Salatı,,"8,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f0dafe47c07b01d8ba452da/b406afce-c8e4-11ea-bef6-3e437b159d26_meyve_salati.jpeg
277,Senior Mansimo Molokan Park,KOFE  VƏ ÇAY,Hot Chocolate,,"7,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f0dafe47c07b01d8ba452da/bd37036a-c8e3-11ea-ac16-62fbfc3d4dbf_hot_chocolate.jpeg
278,Senior Mansimo Molokan Park,SOYUQ KOFE,Iced Oreo,,"5,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f0dafe47c07b01d8ba452da/04067ff8-c8e6-11ea-9518-5e14f046d4f0_ice_oreo.jpeg
279,Senior Mansimo Molokan Park,LIMONADLAR,Çiyələkli Mohito,,"6,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f0dafe47c07b01d8ba452da/3145bccc-c8fa-11ea-9f08-028167fbdaec_mojito_strawberry.jpeg
280,Senior Mansimo Molokan Park,MİLKŞEYKLƏR,Kit-Katlı Milkshake,,"7,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f0dafe47c07b01d8ba452da/32ea3a20-c8fb-11ea-9c55-5e14f046d4f0_milkshake_kit_kat.jpeg
281,Senior Mansimo Molokan Park,TƏZƏ SIXILMIŞ MEYVƏ ŞİRƏLƏRİ,Vitamin C,,"8,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f0dafe47c07b01d8ba452da/71ba5eb0-c8fb-11ea-ae3e-9a8d32d75d98_fresh_kok.jpeg
282,Senior Mansimo Molokan Park,SOYUQ İÇKİLƏR,Sirab® Su 330 ml,Qazlı / Qazsız,"2,00₼",
283,Tantuni & Pilaf,PİLAV,Pilav Toyuq Dönərli,"Plov, dönər toyuq əti, pomidor, turşu acı bibər, sous hatay, şaurma sousu, noxud","4,90₼",
284,Tantuni & Pilaf,TANTUNİ,Tantuni Toyuq ilə Lavaşda,"Toyuq filesi, tantuni lavaşda, pomidor, göyərti, soğan, limon, turşu aci bibər, şirin pul bibər","3,40₼",
285,Tantuni & Pilaf,ŞORBA,Mərci Şorbası,"Mərci şorbası, limon, çörək, quru nanə","2,50₼",
286,Tantuni & Pilaf,QƏLYANALTILAR,Kartof Fri (böyük),"Kartof fri (böyük porsiya), ketçup, mayonez ","2,70₼",
287,Tantuni & Pilaf,LAHMACUN,Pendirli Lahmacun,"Lahmacun xəmiri, lahmacun qıyməsi, limon, göyərti, gauda pendiri","3,20₼",
288,Tantuni & Pilaf,SALATLAR,Sezar Salatı,"Toyuq filesi, kahı aysberq, pomidor çeri, sous sezar, suxari, pendir parmezan ","8,50₼",
289,Tantuni & Pilaf,BURGERLƏR,Çikenburger,"Burger çörəyi, toyuq filesi, kahı, pomidor, turşu xiyar, sous meksikano, kartof fri, ketçup, mayonez, soya sousu","4,40₼",
290,Tantuni & Pilaf,SENDVİÇ VƏ TOSTLAR,Sendviç Pomidor ilə,"Çörək tost, gauda pendiri, pomidor","2,20₼",
291,Tantuni & Pilaf,DÖNƏRLƏR,İskəndər Dönər,"Dönər əti, dırnaq pide, sous iskender, yağ kərə, bibər yaşıl acı, pomidor, qatıq iskender","11,00₼",
292,Tantuni & Pilaf,ŞAURMA,Buritto Şaurma,"Toyuq əti, turşu xiyar, sous hatay, sous şaurma,  kartof fri, özəl special lavaş, turşu xiyar","4,80₼",
293,Tantuni & Pilaf,İÇKİLƏR,BonAqua® Qazlı Su,,"1,00₼",
294,Ormado Kaffeehaus,Wolt Specials,Latte Special! 😍 ☕,2 Latte sifariş et və orta Amerikano pulsuz qazan! 🎁,"10,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/f783058a-0072-11ea-bf7b-0a5864601872_Latte.jpeg
295,Ormado Kaffeehaus,SALAT 🥗,Sezar Salat Toyuq ilə,"Xüsusi sous, salat, suxari, toyuq, pomidor, parmesan pendiri","8,90₼",https://wolt-menu-images-cdn.wolt.com/menu-images/367a6188-f999-11e9-938f-0a586463ae9c_Caesar.jpeg
296,Ormado Kaffeehaus,TOSTLAR 🍞,Tost Monte Kristo,"Xüsusi sous, vetçina, pomidor, pendir və tərəvəz","6,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/0fd22ed4-f99a-11e9-b5bc-0a5864640c65_Monte_cristo.jpeg
297,Ormado Kaffeehaus,DESERTLƏR 🍰,Pancake,,"7,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5daff572e9bae2b2d3d44491/1dc5fff8-e07a-11ea-9405-5eaed72f19dd_039c0156.jpeg
298,Ormado Kaffeehaus,QƏHVƏ ☕,Turkish Coffee,,"4,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/8bcc69e6-f99a-11e9-8873-0a586464981a_Turkish_coffe.jpeg
299,Ormado Kaffeehaus,SOYUQ QƏHVƏ ❄☕,Iced Caffe Mocca,,"6,90₼",https://wolt-menu-images-cdn.wolt.com/menu-images/ca2bcd80-f99a-11e9-a584-0a58646005fa_Ice_raf.jpeg
300,Ormado Kaffeehaus,SPECIALS 💥☕,Latte Caramel,,"6,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/ecd3ee16-fa13-11e9-8def-0a5864631dd4_Latte.jpeg
301,Ormado Kaffeehaus,ALKOQOLLU QƏHVƏ,Bailey's Coffee,,"8,50₼",
302,Ormado Kaffeehaus,İSTİ ŞOKOLAD 🍫☕,White Chocolate,,"5,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/a259cdbe-fa14-11e9-a435-0a58646005fa_White_chocolate.jpeg
303,Ormado Kaffeehaus,KOKTEYL 🍹,Mojito Strawberry,,"6,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/d4639c9a-fa14-11e9-9dee-0a5864631dd4_Strawberry_maxito.jpeg
304,Ormado Kaffeehaus,İÇKİLƏR 🥤,Homemade Ice Tea (Manqo),,"6,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/e01e8f20-0060-11ea-bdd1-0a586465a21b_Passion_fruit_ice_tea___Mango_ice_tea.jpeg
305,Burger House,BAŞLANĞICLAR,Acılı Toyuq Qanadları,"Şirin çili sous, tobasko, toyuq qanadları","8,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/8bc4f82e-4e58-11ea-a2d0-0a586475cc5d_acili_toyuq_qanad.jpeg
306,Burger House,SENDVİÇ & DÜRÜM,Klab Sendviç,"Toyuq filesi, vetçina, yumurta, kahı, turşu xiyar, pomidor, mayonez, kartof fri ilə","8,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/d952f7a8-4e58-11ea-8d04-0a586473799b_club_sandwich.jpeg
307,Burger House,TOSTLAR,Qarışıq Tost,"Sosis, sucuk, mozzarella pendiri","7,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/fc8d153c-4e58-11ea-a415-0a586471b4d4_tost_sucuklu.jpeg
308,Burger House,SALATLAR,Tuna Salatı,"Tuna balığı, qaynadılmış yumurta, qırmızı soğan, kahı, kapers, pomidor, zeytun yağı, limon","10,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/936e9768-4e5a-11ea-b766-0a5864697473_tuna_salat.jpeg
309,Burger House,BURGERLƏR,Falafel Burger,"Falafel, tahini, kahı, tartar sousu, çeddar pendiri, pomidor, turşu xiyar","6,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/2939edb0-4e5b-11ea-b8df-0a586476532f_falafel_burger.jpeg
310,Burger House,PASTALAR,Spaghetti Bolognese,"Spaghetti, qiymə, parmezan pendiri","9,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/7d71900e-4e5b-11ea-bf98-0a586475cd47_bolonez.jpeg
311,Burger House,ƏSAS YEMƏKLƏR,Fajita Ət ilə,"Can əti, göbələk, rəngli bibər, jelapeno","19,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/1e35d264-4e5e-11ea-bbf9-0a586460051e_fajita_toyuq_et_gariwiq.jpeg
312,Burger House,İÇKİLƏR,Fanta® 250 ml,,"2,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/0ebb6a40-4f14-11ea-b19c-0a586476475e_WOLT_drinks_1440x810_fanta_glass.jpeg
313,The Academy Cafe,Wolt Specials,Köftə Kombo 3 😍,"Köftə, Coca-Cola® 330 ml","11,40₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f3bbd8f2cff11c5e6ba5bdc/44893640-7dba-11eb-a623-2e50eb59103d_salami.jpeg
314,The Academy Cafe,İÇKİLƏR,Fresh Orange Juice,,"6,00₼",
315,The Academy Cafe,ALKOQOLLU İÇKİLƏR,Heineken,,"6,00₼",
316,Tavada,ŞORBALAR,Mərci Şorbası,"Qırmızı mərci, soğan, kök, limon","4,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fe5a60e0f0388c7007b6b05/a2aec540-468e-11eb-8aef-32c62267acfd_m_rci_s_orbas_.jpeg
317,Tavada,SALATLAR,Çoban Salatı,"Pomidor, xiyar, qarışıq göyərti, qırmızı soğan, limon","5,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fe5a60e0f0388c7007b6b05/2815f4b0-468f-11eb-ae06-4e451faa0b5c_c_oban_salat_.jpeg
318,Tavada,SOYUQ QƏLYANALTILAR,Tərəvəz Buketi,,"6,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fe5a60e0f0388c7007b6b05/f038a7b8-468e-11eb-baf0-56f4cd05c104_t_r_v_z_buketi.jpeg
319,Tavada,İSTİ QƏLYANALTILAR,Quzu Çöp Şiş Tərəvəz ilə,"Quzu əti, çerri pomidoru, rəngli bibər, qırmızı soğan","12,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fe5a60e0f0388c7007b6b05/1947301a-4690-11eb-9dad-d6b47acf8b2c_quzu_c_o_p_s_is__t_r_v_z_il_.jpeg
320,Tavada,SENDVİÇ VƏ BURGERLƏR,Qara Burger,"Qara burger çörəyi, burger əti, pomidor, xiyar turşusu, qırmızı soğan, kahı, çedar pendiri, fri, ketchup, mayonnaise","14,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fe5a60e0f0388c7007b6b05/43ef8078-4691-11eb-88ac-3e044040b53d_qara_burger.jpeg
321,Tavada,PİZZA,Ətli Pizza,"Mal əti, pizza pomidor sousu, mozzarella, pizza xəmiri","11,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fe5a60e0f0388c7007b6b05/a8e7c054-4690-11eb-9714-feda498f713a__tli_pizza.jpeg
322,Tavada,MANQAL VƏ SAC YEMƏKLƏRİ,Qarışıq Sac,"Quzu əti, can əti, çolpa, pomidor, rəngli bibər, soğan, kartof, acı bibər, göbələk","30,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fe5a60e0f0388c7007b6b05/90c371b0-4692-11eb-8a6c-4e451faa0b5c_qar_s__q_sac.jpeg
323,Tavada,İSTİ YEMƏKLƏR,Forel Qrildə,"Forel balığı, limon, narşarab","12,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fe5a60e0f0388c7007b6b05/a629ae4e-4691-11eb-996d-cef4671f3953_qrild__q_zard_lm_s__forel_bal_g__.jpeg
324,Tavada,QARNİRLƏR,Düyü,"Uzun düyü, kərə yağı","3,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fe5a60e0f0388c7007b6b05/a759ff96-468f-11eb-9004-e29483273c43_du_yu_.jpeg
325,Tavada,IÇKİLƏR,Ice Tea 330 ml,,"3,00₼",
326,Pizza Inn,SETLƏR,Portağallı Salat,,"12,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5d400f0f4da937d65e4885bb/423204d2-44e2-11eb-a2f7-d6a9621a8adf_portagalsalat.jpeg
327,Hollywood,BURGER & SENDVİÇLƏR,Chicken Burger,"Kokteyl sousu, kahı, pomidor, duzdu xiyar, toyuq","10,90₼",
328,Hollywood,SALATLAR,"""Hollywood"" Salatı","Can əti, keşniş, çeri pomidoru, qırmızı lobya, duzdu xiyar, pesto sous","14,90₼",
329,Hollywood,ƏSAS YEMƏKLƏR,Steyk Göbələk Sousunda,"Grildə qızardılmış can əti, göbələk sousu, evsayağı kartof ilə verlir","22,90₼",
330,Hollywood,PASTALAR,Toyuq Tagliatelle,"Tagliatelle, toyuğun döş əti, şampinyon göbələyi, qaymaq, parmesan pendiri","11,90₼",
331,Hollywood,PİZZALAR,"Pizza ""Hollywood""","Xüsusi pomidorlu sous, mozzarella pendiri, salami, toyuq, pomidor, göbələk, rəngli bibər, zeytun","14,90₼",
332,Hollywood,QƏLYANALTILAR,Pendir Assorti,,"15,90₼",
333,Hollywood,ŞORBALAR,Tomat Şorbası,,"5,90₼",
334,Hollywood,SUŞILƏR,Hollywood Ura Maki,"Dəniz yosunu, düyü, xəmirdə qızardılmış krevetka, xiyar, pendir, küncüt, krab əti, qırmızı kürü, yaşıl soğan, yapon mayonezi","14,90₼",
335,Hollywood,ŞİRƏLƏR,Qreyfrut Şirəsi 250 ml.,,"8,00₼",
336,Hollywood,VODKALAR,Stolichnaya 1lt.,40%,"85,00₼",
337,Hollywood,WHISKEY,Mounkey Shoulder 1lt.,40%,"110,00₼",
338,Hollywood,ŞƏRABLAR,Savalan Limited,"Qırmızı şərab, 13,5%","35,00₼",
339,212 Dönər,Wolt Specials,3 Basdırma Dönər = 1 Dönər və ya Şaurma Hədiyyə! 🎁,"3 Basdırma dönər sifariş edənə, istənilən dönər və ya şaurma hədiyyə! 🔥","0,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5eb00dba1ffba57cd749e76e/ad1dd0b6-b214-11ea-9082-5604d81b0c77_212_doner_3_bastirma.jpeg
340,212 Dönər,ƏLAVƏ,Ev Sayağı Kartof,,"3,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5eb00dba1ffba57cd749e76e/d88b1b86-8e11-11ea-a8ce-0a58647f8da5_potato_wedges.jpeg
341,212 Dönər,DÖNƏR,212 Roll Dönər Ət ilə,,"9,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5eb00dba1ffba57cd749e76e/2cace190-94ed-11ea-be8c-0a5864701b1d_whatsapp_image_2020_05_07_at_13.24.39.jpeg
342,212 Dönər,ŞAURMA,Lavaşda Şaurma (Toyuq),,"3,20₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5eb00dba1ffba57cd749e76e/5e1bd038-8e08-11ea-8574-0a5864677b82_chicken_shaurma_lavash.jpeg
343,212 Dönər,QABDA DÖNƏR,Sac Dönər Toyuq ilə,,"10,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5eb00dba1ffba57cd749e76e/72a9adda-94ee-11ea-bf13-0a5864702235_saj_doner_chicken.jpeg
344,212 Dönər,ŞORBA,Toyuq Şorbası,,"3,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5eb00dba1ffba57cd749e76e/f2923b3e-94ee-11ea-afae-0a58646abf51_chicken_soup.jpeg
345,212 Dönər,QƏLYANALTILAR,Naggets,Mayonez və ketçup ilə,"4,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5eb00dba1ffba57cd749e76e/20df7dca-c682-11ea-80d2-82003e9d1a40_green_and_white_gaming_youtube_channel_art_3.jpeg
346,212 Dönər,İÇKİLƏR,212 Ayran,,"1,20₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5eb00dba1ffba57cd749e76e/d08664d8-94ef-11ea-90d7-0a58646d7aa1_ayran.jpeg
347,Corner Eatery & Cafe ,Wolt Specials,Pikador Burqer + Hədiyyə İçki! 🤩,"Pikador Burqer (burqer çörəyi, can əti, pomidor, turşu xiyar, kahı, xüsusi sous) + Seçimə Görə Coca-Cola®, Fanta® və ya Sprite® 330 ml Hədiyyə! 🎁","7,90₼",
348,Corner Eatery & Cafe ,ŞORBALAR,Toyuq Şorbası,"Toyuq, sarımsaq, qatıq, ədviyyatlar, acılı kərə yağı","4,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5e96ecc73281b675e7ff54ba/26ca1280-0233-11eb-9ce8-4a2f2e5123da_54.jpeg
349,Corner Eatery & Cafe ,SOYUQ QƏLYANALTILAR,Krevetka Kokteyli,"Krevetka, qarışıq göyərtilər, çeri pomidor, sarımsaq, zeytun yağı, kokteyl sous","8,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5e96ecc73281b675e7ff54ba/d34af5b4-1ab7-11eb-a706-1adea7c6f4a2_krivet_kokteyli_8.00_azn.jpeg
350,Corner Eatery & Cafe ,İSTİ QƏLYANALTILAR,Toyuq Külçələri,"Pankolanmış toyuq filesi ,aioli sous, kartof qızartması","7,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5e96ecc73281b675e7ff54ba/68e3ecda-022f-11eb-ae02-2a3bc98cb64e_12.jpeg
351,Corner Eatery & Cafe ,SALATLAR,Ət Salatı,"Can əti, çeri pomidor, qırmızı soğan, qarışıq göyərtilər, zeytun yağı, küncüt yağı, soya sous, oyster sous","13,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5e96ecc73281b675e7ff54ba/4c660d70-1ab9-11eb-9bfc-5ebf029156e9_img_5002.jpeg
352,Corner Eatery & Cafe ,SENDVİÇLƏR,Club Sendviç,"Haris tost çörəyi, toyuq filesi, vetçina, kahı, pomidor, tursu xiyar, yumurta, çedar pendiri, kokteyl sous ","9,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5e96ecc73281b675e7ff54ba/136dd77a-1a8f-11eb-9520-1a97e8b85c3f_club_sendvi__9.00_azn.jpeg
353,Corner Eatery & Cafe ,BURGERLƏR,Toyuq Barbekyu Burqer,"Burqer çörəyi, toyuq əti, pomidor, turşu xiyar, kahı, barbekyu sous","9,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5e96ecc73281b675e7ff54ba/ee044742-1a90-11eb-b35c-fe4ff7008747_toyuq_barbekyu_burqer_9.00_azn.jpeg
354,Corner Eatery & Cafe ,PASTA,Rigatoni Bolonez,"Riqatoni makaronu, bolonez sous, çeri pomidor, kərə yağı, yaşıl reyhan, parmesan pendiri","9,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5e96ecc73281b675e7ff54ba/d4bb2c60-1ab3-11eb-938b-aee9ffd14fc5_img_4924.jpeg
355,Corner Eatery & Cafe ,PIZZA,Pizza Corner,"Pizza xəmiri, qırmızı sous, quzu əti, pomidor, mozzarella pendiri","17,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5e96ecc73281b675e7ff54ba/45ec0818-0232-11eb-9fc1-d23433022383_41.jpeg
356,Corner Eatery & Cafe ,ƏRİŞTƏ,Asiya Üslublu Dəniz Məhsullu Tərəvəzli Əriştə,"Əriştə, qarışıq dəniz məhsulları, pomidor, yaşıl soğan, rəngli bibər, kök, kabak, oyster sous, soya sous, küncüt yağı","13,50₼",
357,Corner Eatery & Cafe ,ANA YEMƏK,Qızardılmış Qızılbalıq Steyki,"Qızılbalıq filesi, yaşıl noxud, kartof puresi, çeri pomidor","19,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5e96ecc73281b675e7ff54ba/636f7476-0230-11eb-8cca-da8418dfcd18_26.jpeg
358,Corner Eatery & Cafe ,MİLLİ MƏTBƏX,Yarpaq Dolması,"Quzu əti, üzüm yarpağı, düyü, göyərtilər, kərə yağı, qatıq","14,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5e96ecc73281b675e7ff54ba/69ca4cd0-0233-11eb-95f8-4ea31a3f398d_58.jpeg
359,Corner Eatery & Cafe ,UŞAQ MENUSU,Almadilim Kartof Qızartması,"Almadilim kartof qızartması, ədviyyatlar, aioli sous","3,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5e96ecc73281b675e7ff54ba/fb19c1ee-1aba-11eb-853d-aab6bfe6aa31_img_5317.jpeg
360,Corner Eatery & Cafe ,DESERTLƏR,SanSebastian Çizkeyk,,"7,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5e96ecc73281b675e7ff54ba/6f9f0ba2-1abe-11eb-bb9d-aee9ffd14fc5_san_sebastian__izkeyk_7.00_azn.jpeg
361,Corner Eatery & Cafe ,BİSTRO,Qarışıq Pizzatini,"Pizza xəmiri, pizza sous, pomidor, toyuq əti, dana əti, mozzarella pendiri, pesto sous","6,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5e96ecc73281b675e7ff54ba/c58bfbba-1b8b-11eb-9745-92a5b3804cd9_qarisiq_pizzatini.jpeg
362,Corner Eatery & Cafe ,FRANSIZ UNLULARI,Mini Fransız Unluları Seti,,"4,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5e96ecc73281b675e7ff54ba/70a7e836-0234-11eb-ac8e-92d4c7176b1c_82.jpeg
363,Corner Eatery & Cafe ,QARNİR,Özəl Düyü,"Düyü, şüyüd, kərə yağı","3,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5e96ecc73281b675e7ff54ba/1c5e22a6-0232-11eb-bae0-8ee89b9d5e51_40.jpeg
364,Corner Eatery & Cafe , ÇAYLAR,Premium Yasmin Çayı,,"9,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5e96ecc73281b675e7ff54ba/71fb7ba0-1abf-11eb-83f2-dac54e1af7ea__aylar.jpeg
365,Corner Eatery & Cafe ,QƏHVƏ,Frappe,,"8,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5e96ecc73281b675e7ff54ba/c58da40e-1b88-11eb-af3c-0a72d120bf63_frappe.jpeg
366,Corner Eatery & Cafe ,SULAR və QAZLI İÇKİLƏR,Sirab Premium 750 ml,,"4,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5e96ecc73281b675e7ff54ba/6d650d34-1b89-11eb-9e30-ce62d6ce9d4b_sirab_qazli_balaca.jpeg
367,Corner Eatery & Cafe ,MEYVƏ SULARI və KOKTEYLLƏR,Smuzi,"Bananlı-Çiyələkli, Almalı-Giləmeyvəli","7,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5e96ecc73281b675e7ff54ba/bf781390-1b8a-11eb-b733-76bbecd296f4_smuzi.jpeg
368,Köz Plus Nizami,Wolt Specials,İsgəndər Dönəri Toyuq,"Toyuq file, qovrulmuş çörək, kərə yağı, tomat sousu, bişmiş pomidor və bibər","7,20₼",
369,Köz Plus Nizami,ŞORBALAR,Mərci Şorbası,"Tomat salçası, nanə, pul bibər, zeytun yağı, qovrulmuş soğan","2,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f93ee3baa51074e24f72f06/9f09251e-2fcf-11eb-8196-aaa38f6ec784_merci_mercimek_kok_kartof_sogan_duz_isiot.jpeg
370,Köz Plus Nizami,SALATLAR,Çoban Salatı,"Pomidor, xiyar, limon suyu, göyərti","3,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f93ee3baa51074e24f72f06/264c70a2-2f4f-11eb-a2ef-7291ee087651_coban_salati_pmdr_xyar_goy_limon_suyu.jpeg
371,Köz Plus Nizami,QƏLYANALTILAR,Kartof Fri,,"3,00₼",
372,Köz Plus Nizami,BURGERLƏR,Toyuq Burgeri,"File toyuq, turşu xiyar, pomidor, kahı, ketçup, mayonez","4,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f93ee3baa51074e24f72f06/fe0b69de-2fd2-11eb-9ff4-9ed82dfa1cc8_qamburger_menu_dana_eti_kahi_maynz_turwu_xiyar_pomidor_fri.jpeg
373,Köz Plus Nizami,TANTUNI,Çift Lavaş Tantuni,"Dana əti, pomidor, cəfəri, soğan ","3,90₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f93ee3baa51074e24f72f06/8086ce14-2fd1-11eb-b48f-c2f98af35f44_plovustu_tantuni_duyu_goy_sogan_pom_xiyar_qovrlmw_dana_eti.jpeg
374,Köz Plus Nizami,KÖFTƏ,Qabda Pendirli Toyuq Köftə,"Toyuq filesi, kartof fri və ya düyü, kahı salatı, bişmiş pomidor, bişmiş bibər","6,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f93ee3baa51074e24f72f06/3bed3950-2fd1-11eb-9bc4-c62a1fb344a9_et_kofte_lavaw_et_kofte_pomidor_goy_mayonez_kecup.jpeg
375,Köz Plus Nizami,DÖNƏRLƏR,Vegeterian Dönər Çörək,,"2,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f93ee3baa51074e24f72f06/edfd6e64-2fcf-11eb-a711-1aac721feadb_toyug_doner_lavaw_toyug_eti_pomidor_goy_mayonez_tomat_souz.jpeg
376,Köz Plus Nizami,ŞAURMA,Şaurma Toyuq Lavaş,"Toyuq filesi səba, pomidor, fri, şaurma sousu, turşu xiyar","3,00₼",
377,Köz Plus Nizami,ƏT YEMƏKLƏRI,Toyuq Lülə,"Toyuq filesi, quyruq, fri və ya düyü, bişmiş pomidor, bişmiş bibər, kahı salatı","7,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f93ee3baa51074e24f72f06/4681ef06-2fd0-11eb-9711-7a2a90ca77ee_toyug_lule_toyug_file_fri_xiyar_kahi_salat_kecp_maynzz.jpeg
378,Köz Plus Nizami,İÇKİLƏR,Fanta® 330 ml,,"2,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ed2db698f7910019ba4e8d4/14e16b96-a32d-11ea-aa4f-0a5864776406_fanta__can_330ml.jpeg
379,Köz Plus Nizami,ŞIRNIYYAT,Künəfə Qaymaqlı,,"6,00₼",
380,Wok No 1,SETLƏR,Klassik Mini Set,"Kaliforniya Roll, Kaliforniya Hot Roll, Filadelfiya Salmon Roll","45,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/600a7b28eb613873307c63ad/886ba33a-75bc-11eb-a0d6-0e241806a306_screenshot_2021_02_23_at_1.49.45_pm.jpeg
381,Wok No 1,QƏLYANALTILAR,Krevet Çips,,"6,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/600a7b28eb613873307c63ad/d5164e56-8273-11eb-a063-d678df0c6c31_screenshot_2021_03_11_at_6.12.13_pm.jpeg
382,Wok No 1,ROLLAR,Bişmiş Salmon Murakami Roll,,"17,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/600a7b28eb613873307c63ad/04f8950a-75ba-11eb-ab98-aa4839540703_screenshot_2021_02_23_at_1.31.49_pm.jpeg
383,Wok No 1,ƏSAS YEMƏKLƏR,Şirin və Turş Krevet,"Rəngli bibər, krevet, pomidor, şirin və turş sous","24,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/600a7b28eb613873307c63ad/c4368f4a-6015-11eb-806c-5efcf8b6033d_whatsapp_image_2021_01_26_at_4.41.39_pm.jpeg
384,Wok No 1,ŞORBALAR,Tom Yum Şorbası,"Pomidor, soğan, göbələk, keşniş, zəncəfil, krevet, tom yam sousu","14,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/600a7b28eb613873307c63ad/a50e4432-6015-11eb-9e3e-7e6d9cf6d735_whatsapp_image_2021_01_26_at_4.40.34_pm.jpeg
385,Wok No 1,SALATLAR,Funçoza Salatı Krevet ilə,,"15,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/600a7b28eb613873307c63ad/bcff5ff8-75ba-11eb-af93-66d52fa2055a_screenshot_2021_02_23_at_1.37.08_pm.jpeg
386,Wok No 1,ƏRİŞTƏ & QIZARDILMIŞ DÜYÜ,Toyuq Teriyaki,,"10,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/600a7b28eb613873307c63ad/95bb46e6-75ba-11eb-adc8-6aa651d1a8aa_screenshot_2021_02_23_at_1.35.54_pm.jpeg
387,Wok No 1,İÇKİLƏR,Fuse Tea® Şaftalı,,"2,00₼",
